Transparency and Openness  through Secure, Real-Time Enterprise Mashups	http://www.thenationaldialogue.org/ideas/transparency-and-openness-through-secure-real-time-enterprise-mashups	jjarman	3	4	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=110&-C=	2009-05-04
Twitter	http://www.thenationaldialogue.org/ideas/twitter	RMoore	3	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=110&-C=	2009-05-04
Interoperable data enabling "System of Systems"	http://www.thenationaldialogue.org/ideas/interoperable-data-enabling-system-of-systems	peterlodell	3	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=110&-C=	2009-05-04
Hotline and Case Referral Solutions	http://www.thenationaldialogue.org/ideas/hotline-and-case-referral-solutions	DRH	3	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=110&-C=	2009-05-04
Transparency lessons from New York City	http://www.thenationaldialogue.org/ideas/transparency-lessons-from-new-york-city	peterdoolan	3	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=115&-C=	2009-05-04
Geographically-Remote Data Collection Using IBM/Cognos TM1	http://www.thenationaldialogue.org/ideas/geographically-remote-data-collection-using-ibm-cognos-tm1	wterry	3	2	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=115&-C=	2009-05-04
Ensure the Recovery reporting solution achieves Agency mission objectives	http://www.thenationaldialogue.org/ideas/ensure-the-recovery-reporting-solution-achieves-agency-mission-objectives	rthurston	3	4	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=115&-C=	2009-05-04
Measure What Matters Including ROI	http://www.thenationaldialogue.org/ideas/measure-what-matters-including-roi	RLeigh	3	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=115&-C=	2009-05-04
Expose data in existing systems, link them, encourage their use	http://www.thenationaldialogue.org/ideas/expose-data-in-existing-systems-link-them-encourage-their-use	engelke	3	4	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=115&-C=	2009-05-04
End-to-End Process and Tools Ensure Transparency and Quality	http://www.thenationaldialogue.org/ideas/end-to-end-process-and-tools-ensure-transparency-and-quality	sfrohman	3	4	6	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=120&-C=	2009-05-04
Palantir: Technology to Empower people to Investigate and Prevent Fraud	http://www.thenationaldialogue.org/ideas/palantir-technology-to-empower-people-to-investigate-and-prevent-fraud	afishman	3	3	24	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=120&-C=	2009-05-04
subject	http://www.thenationaldialogue.org/ideas/subject-1	naseera	3	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=120&-C=	2009-05-04
Dollar Dashboard	http://www.thenationaldialogue.org/ideas/dollar-dashboard	carlmattocks	3	4	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=120&-C=	2009-05-04
Stakeholder mapping	http://www.thenationaldialogue.org/ideas/stakeholder-mapping	drupalsliu	3	1	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=120&-C=	2009-05-04
Using balanced scorecards for performance-based analytics	http://www.thenationaldialogue.org/ideas/using-balanced-scorecards-for-performance-based-analytics	andyhoskinson	3	4	14	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=125&-C=	2009-05-04
Managing the Data Using XAM	http://www.thenationaldialogue.org/ideas/managing-the-data-using-xam	hhines80	3	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=125&-C=	2009-05-04
Power up this site!	http://www.thenationaldialogue.org/ideas/power-up-this-site	JimT	3	3	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=125&-C=	2009-05-04
Vapsoft ARRA Decision Support System	http://www.thenationaldialogue.org/ideas/vapsoft-arra-decision-support-system	dcyoo	3	4	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=125&-C=	2009-05-04
Add Simulation Models to Understand Interdependencies	http://www.thenationaldialogue.org/ideas/add-simulation-models-to-understand-interdependencies	rdamashek	3	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=125&-C=	2009-05-04
Eclipse Based: Transparency Tool IBM Mashups combined with Dashboards	http://www.thenationaldialogue.org/ideas/eclipse-based-transparency-tool-ibm-mashups-combined-with-dashboards	cyndyesty	3	1	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=130&-C=	2009-05-04
I f you have an idea can you trust it to not be stolen ?	http://www.thenationaldialogue.org/ideas/i-f-you-have-an-idea-can-you-trust-it-to-not-be-stolen	wdaleg	3	1	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=130&-C=	2009-05-04
GFinance360 - Financial Dashboard	http://www.thenationaldialogue.org/ideas/gfinance360-financial-dashboard	sraspa	3	3	8	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=130&-C=	2009-05-04
Deeper Analytics &amp; Visualization	http://www.thenationaldialogue.org/ideas/deeper-analytics-visualization	robertdolanjr	3	4	11	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=130&-C=	2009-05-04
Data Transparency, Openness, and Access	http://www.thenationaldialogue.org/ideas/data-transparency-openness-and-access	DanKasun	3	4	15	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=130&-C=	2009-05-04
KISS with geospatial information	http://www.thenationaldialogue.org/ideas/kiss-with-geospatial-information	diodata	3	2	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=135&-C=	2009-05-04
Social Networks &amp; Grants Management	http://www.thenationaldialogue.org/ideas/social-networks-grants-management	andreas	3	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=135&-C=	2009-05-04
Provide Data in Common Formats	http://www.thenationaldialogue.org/ideas/provide-data-in-common-formats	sunlightfoundation	3	3	8	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=135&-C=	2009-05-04
Web Application to manage Stimulus Bill projects	http://www.thenationaldialogue.org/ideas/web-application-to-manage-stimulus-bill-projects	twhaleyt	3	4	39	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=135&-C=	2009-05-04
Bring in a data visualization expert/team -- consultation and crash course	http://www.thenationaldialogue.org/ideas/bring-in-a-data-visualization-expert-team-consultation-and-crash-course	tgwilson	3	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=135&-C=	2009-05-04
GIS based web portal	http://www.thenationaldialogue.org/ideas/gis-based-web-portal	ajaynair	3	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=140&-C=	2009-05-04
Leverage commercial vitrualization solutions	http://www.thenationaldialogue.org/ideas/leverage-commercial-vitrualization-solutions	meridock	3	2	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=140&-C=	2009-05-04
Open Source Software	http://www.thenationaldialogue.org/ideas/open-source-software	maryg117	3	2	6	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=140&-C=	2009-05-04
eGovernment Internal Web-Services Utilization	http://www.thenationaldialogue.org/ideas/egovernment-internal-web-services-utilization	JasonS	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=140&-C=	2009-05-04
10 Core Principles of Recovery.Gov Collaboration	http://www.thenationaldialogue.org/ideas/10-core-principles-of-recovery-gov-collaboration	TedRybeck	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=140&-C=	2009-05-04
Create Directory of 3rd Party Recovery Websites	http://www.thenationaldialogue.org/ideas/create-directory-of-3rd-party-recovery-websites	govloop	2	3	9	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=145&-C=	2009-05-04
First, find out what folks want to know by interest group.	http://www.thenationaldialogue.org/ideas/first-find-out-what-folks-want-to-know-by-interest-group	HHurcombe	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=145&-C=	2009-05-04
Open an API for developers to get data	http://www.thenationaldialogue.org/ideas/open-an-api-for-developers-to-get-data	sjehutch	2	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=145&-C=	2009-05-04
Get Edward Tufte's Advice	http://www.thenationaldialogue.org/ideas/get-edward-tuftes-advice	gleganza	2	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=145&-C=	2009-05-04
Use Amazon cloud computing services to rapidly implement scalable solution	http://www.thenationaldialogue.org/ideas/use-amazon-cloud-computing-services-to-rapidly-implement-scalable-solution	rrahman	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=145&-C=	2009-05-04
Achieving transparency requires STRATEGY before technology	http://www.thenationaldialogue.org/ideas/achieving-transparency-requires-strategy-before-technology	WellingtonPak	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=150&-C=	2009-05-04
Easier navigation and ability to tag topics	http://www.thenationaldialogue.org/ideas/easier-navigation-and-ability-to-tag-topics	judyjh	2	1	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=150&-C=	2009-05-04
Complete Accountability and Transparency For Every Process	http://www.thenationaldialogue.org/ideas/complete-accountability-and-transparency-for-every-process	cbonamassa	2	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=150&-C=	2009-05-04
User-centric Experiences	http://www.thenationaldialogue.org/ideas/user-centric-experiences	BobbyCaudill	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=150&-C=	2009-05-04
Capture of financial distribution information	http://www.thenationaldialogue.org/ideas/capture-of-financial-distribution-information	driza	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=150&-C=	2009-05-04
Social Media Tools for Local Government Reporting	http://www.thenationaldialogue.org/ideas/social-media-tools-for-local-government-reporting	pbroviak	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=155&-C=	2009-05-04
Make it easy to translate data to sharable location based intelligence.	http://www.thenationaldialogue.org/ideas/make-it-easy-to-translate-data-to-sharable-location-based-intelligence	MConnor1495	2	2	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=155&-C=	2009-05-04
Set up an API that imports data directly from firm's cost control systems	http://www.thenationaldialogue.org/ideas/set-up-an-api-that-imports-data-directly-from-firms-cost-control-systems	ebuilder	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=155&-C=	2009-05-04
Semantic data integration and automated analysis for governme organizations	http://www.thenationaldialogue.org/ideas/semantic-data-integration-and-automated-analysis-for-governme-organizations	wurzer	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=155&-C=	2009-05-04
Provide ways for citizens to report back bad data	http://www.thenationaldialogue.org/ideas/provide-ways-for-citizens-to-report-back-bad-data	sunlightfoundation	2	4	6	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=155&-C=	2009-05-04
Link to Jobs List on State official website	http://www.thenationaldialogue.org/ideas/link-to-jobs-list-on-state-official-website	lmurban	2	4	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=160&-C=	2009-05-04
Free web portal to fresh high resolution aerial&amp;satellite imagery for GIS	http://www.thenationaldialogue.org/ideas/free-web-portal-to-fresh-high-resolution-aerial-satellite-imagery-for-gis	clovisgis	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=160&-C=	2009-05-04
Web Enabled Energy Consumption Geographic Dashboard	http://www.thenationaldialogue.org/ideas/web-enabled-energy-consumption-geographic-dashboard	SteveGarf	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=160&-C=	2009-05-04
Take a data.gov approach to recovery.gov using Web 2.0 &amp; Web 3.0 techniques	http://www.thenationaldialogue.org/ideas/take-a-data-gov-approach-to-recovery-gov-using-web-2-0-web-3-0-techniques-1	millsdavis	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=160&-C=	2009-05-04
Relevant Data Needs to be Captured at the Source	http://www.thenationaldialogue.org/ideas/relevant-data-needs-to-be-captured-at-the-source	SDGINC	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=160&-C=	2009-05-04
Adapt successful federal data exchange programs to ARRA recipient reporting	http://www.thenationaldialogue.org/ideas/adapt-successful-federal-data-exchange-programs-to-arra-recipient-reporting	amclauchlin	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=165&-C=	2009-05-04
Where is the beef (network)?	http://www.thenationaldialogue.org/ideas/where-is-the-beef-network	Bluethunder	2	1	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=165&-C=	2009-05-04
To make the information available to all easily...	http://www.thenationaldialogue.org/ideas/to-make-the-information-available-to-all-easily	driza	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=165&-C=	2009-05-04
Freedom of Software	http://www.thenationaldialogue.org/ideas/freedom-of-software	nalvaro	2	2	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=165&-C=	2009-05-04
MS Sharepoint	http://www.thenationaldialogue.org/ideas/ms-sharepoint	MSShareFan	2	4	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=165&-C=	2009-05-04
Add Location-based Data Feed for Building Mapping Apps to Recovery.gov	http://www.thenationaldialogue.org/ideas/add-location-based-data-feed-for-building-mapping-apps-to-recovery.gov	TheCarbonProject	2	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=170&-C=	2009-05-04
Proposed Application Programming Interfaces (API) for Recovery.gov	http://www.thenationaldialogue.org/ideas/proposed-application-programming-interfaces-api-for-recovery.gov	andyhoskinson	2	4	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=170&-C=	2009-05-04
Recovery.gov - Data Confusion or Data in Context?	http://www.thenationaldialogue.org/ideas/recovery-gov-data-confusion-or-data-in-context	skosaraju	2	3	19	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=170&-C=	2009-05-04
Master Meta Data Management	http://www.thenationaldialogue.org/ideas/master-meta-data-management	ericts	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=170&-C=	2009-05-04
Low-Cost Web-Based Subscription Application to Track Stimulus Projects	http://www.thenationaldialogue.org/ideas/low-cost-web-based-subscription-application-to-track-stimulus-projects	ActiveStrategy	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=170&-C=	2009-05-04
Tag Ideas as Semantics, Syntax, or Technology Focus	http://www.thenationaldialogue.org/ideas/tag-ideas-as-semantics-syntax-or-technology-focus	RoyERoebuck	2	2	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=175&-C=	2009-05-04
Use small OWL ontologies to model recovery and deploy across all government	http://www.thenationaldialogue.org/ideas/use-small-owl-ontologies-to-model-recovery-and-deploy-across-all-government	ralphtq	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=175&-C=	2009-05-04
Transparency is More Than Publication: The Role of Citizen Exchange	http://www.thenationaldialogue.org/ideas/transparency-is-more-than-publication-the-role-of-citizen-exchange	kpkobza	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=175&-C=	2009-05-04
Per Capita Spending Map by Congressional District	http://www.thenationaldialogue.org/ideas/per-capita-spending-map-by-congressional-district	BrownsBay	2	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=175&-C=	2009-05-04
what's the business case for recovery.gov	http://www.thenationaldialogue.org/ideas/whats-the-business-case-for-recovery.gov	maforman	2	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=175&-C=	2009-05-04
OIG Stimulus Oversight and Staff Utilization	http://www.thenationaldialogue.org/ideas/oig-stimulus-oversight-and-staff-utilization	hnsparks	2	1	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=180&-C=	2009-05-04
incentives to track stimulus data	http://www.thenationaldialogue.org/ideas/incentives-to-track-stimulus-data	ally	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=180&-C=	2009-05-04
Improve consumer confidence	http://www.thenationaldialogue.org/ideas/improve-consumer-confidence	RaviSao	2	3	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=180&-C=	2009-05-04
A single solution.  Let's not try to bolt too many parts together.	http://www.thenationaldialogue.org/ideas/a-single-solution-lets-not-try-to-bolt-too-many-parts-together	Ecteon	2	2	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=180&-C=	2009-05-04
Knowledge, Transparency and Accountability	http://www.thenationaldialogue.org/ideas/knowledge-transparency-and-accountability	jmacmillan	2	4	10	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=180&-C=	2009-05-04
Semantic XBRL for Transparency and 'Raw (Financial) Data Now!'	http://www.thenationaldialogue.org/ideas/semantic-xbrl-for-transparency-and-raw-financial-data-now	AshuBhatnagar	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=185&-C=	2009-05-04
Common data taxonomy	http://www.thenationaldialogue.org/ideas/common-data-taxonomy	jav	2	4	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=185&-C=	2009-05-04
Use a Research Management Solution	http://www.thenationaldialogue.org/ideas/use-a-research-management-solution-1	fawce	2	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=185&-C=	2009-05-04
XBRL: The standard for Pubic Sector Fiscal Reporting &amp; Transparency	http://www.thenationaldialogue.org/ideas/xbrl-the-standard-for-pubic-sector-fiscal-reporting-transparency	peterdoolan	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=185&-C=	2009-05-04
Electronic Medical Records	http://www.thenationaldialogue.org/ideas/electronic-medical-records	joeleandri	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=185&-C=	2009-05-04
Positive ID on illegal entries accross US border	http://www.thenationaldialogue.org/ideas/positive-id-on-illegal-entries-accross-us-border	RichieJ	2	1	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=190&-C=	2009-05-04
See Past the Metric with High Performance, Fully Integrated Open Source BI	http://www.thenationaldialogue.org/ideas/see-past-the-metric-with-high-performance-fully-integrated-open-source-bi	katsoulis	2	2	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=190&-C=	2009-05-04
Use of Recovery.gov	http://www.thenationaldialogue.org/ideas/use-of-recovery.gov	crmdata	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=190&-C=	2009-05-04
Create recovery documentary series.	http://www.thenationaldialogue.org/ideas/create-recovery-documentary-series	magicalnoodles	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=190&-C=	2009-05-04
IT and Information Governance	http://www.thenationaldialogue.org/ideas/it-and-information-governance	GovernanceGuy	2	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=190&-C=	2009-05-04
Middleware to Normalize Data	http://www.thenationaldialogue.org/ideas/middleware-to-normalize-data	susieadams	2	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=195&-C=	2009-05-04
Adopt recommendations on open government from ACM	http://www.thenationaldialogue.org/ideas/adopt-recommendations-on-open-government-from-acm	raymondyee	2	3	7	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=195&-C=	2009-05-04
Standardize on PostgreSQL	http://www.thenationaldialogue.org/ideas/standardize-on-postgresql	phil_lertora	2	0	0	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=195&-C=	2009-05-04
Zip Code searchability: What's (Actually) Helping My Community?	http://www.thenationaldialogue.org/ideas/zip-code-searchability-whats-actually-helping-my-community	rsandhaus	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=195&-C=	2009-05-04
Citizen Usability and "Being Meaningful"	http://www.thenationaldialogue.org/ideas/citizen-usability-and-being-meaningful	Joe_Brewer	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=195&-C=	2009-05-04
Publish every single earmark state by state	http://www.thenationaldialogue.org/ideas/publish-every-single-earmark-state-by-state	uppaus	2	1	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=200&-C=	2009-05-04
Use Open Public Integrated Architectures for Recovery.Gov	http://www.thenationaldialogue.org/ideas/use-open-public-integrated-architectures-for-recovery.gov-2	dazzag	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=200&-C=	2009-05-04
Use a RIA tool like Flex or Silverlight for Interactive Data Visualization	http://www.thenationaldialogue.org/ideas/use-a-ria-tool-like-flex-or-silverlight-for-interactive-data-visualization	lwoodyiii	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=200&-C=	2009-05-04
Get the Public's Data onto TheDataWeb	http://www.thenationaldialogue.org/ideas/get-the-publics-data-onto-thedataweb	pajody	2	4	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=200&-C=	2009-05-04
Idea of tool	http://www.thenationaldialogue.org/ideas/idea-of-tool	platinum2008	2	2	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=200&-C=	2009-05-04
Strategy Markup Language	http://www.thenationaldialogue.org/ideas/strategy-markup-language	oambur	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=205&-C=	2009-05-04
Using recovery.gov data for analysis and prediction of mpact	http://www.thenationaldialogue.org/ideas/using-recovery-gov-data-for-analysis-and-prediction-of-mpact	bdietrich	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=205&-C=	2009-05-04
Information I would like to see on my state and town.	http://www.thenationaldialogue.org/ideas/information-i-would-like-to-see-on-my-state-and-town	mgarciaotero	2	3	4	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=205&-C=	2009-05-04
career coaching	http://www.thenationaldialogue.org/ideas/career-coaching	Justjean	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=205&-C=	2009-05-04
Polling	http://www.thenationaldialogue.org/ideas/polling	ged45	2	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=205&-C=	2009-05-04
User Driven Recovery Monitor	http://www.thenationaldialogue.org/ideas/user-driven-recovery-monitor	magicalnoodles	2	3	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=210&-C=	2009-05-04
Simple is Smart: Use Plain Language to Turn Data into Information	http://www.thenationaldialogue.org/ideas/simple-is-smart-use-plain-language-to-turn-data-into-information	ietzkorn	2	4	1	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=210&-C=	2009-05-04
Interactive web-based heat maps to explore the context of Recovery spending	http://www.thenationaldialogue.org/ideas/interactive-web-based-heat-maps-to-explore-the-context-of-recovery-spending	ttmp	2	2	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=210&-C=	2009-05-04
Use Web Architecture and Web Technologies to make recovery data available	http://www.thenationaldialogue.org/ideas/use-web-architecture-and-web-technologies-to-make-recovery-data-available	dret	2	2	5	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=210&-C=	2009-05-04
access to funds	http://www.thenationaldialogue.org/ideas/access-to-funds	agr	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=210&-C=	2009-05-04
Rich Interactive Diagrams	http://www.thenationaldialogue.org/ideas/rich-interactive-diagrams	jameschi	2	4	6	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=215&-C=	2009-05-04
Follow the money ... or Focus on Outcomes?	http://www.thenationaldialogue.org/ideas/follow-the-money-or-focus-on-outcomes	timbob	2	3	6	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=215&-C=	2009-05-04
Communication is Key	http://www.thenationaldialogue.org/ideas/communication-is-key	kgrimmett	2	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=215&-C=	2009-05-04
Tell citizens who is working on projects and where the work is being done.	http://www.thenationaldialogue.org/ideas/tell-citizens-who-is-working-on-projects-and-where-the-work-is-being-done	danielmac	2	4	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=215&-C=	2009-05-04
Consumer friendly “App Store” to best serve citizens and developers	http://www.thenationaldialogue.org/ideas/consumer-friendly-201capp-store201d-to-best-serve-citizens-and-developers	millsdavis	2	3	14	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=215&-C=	2009-05-04
Show Results	http://www.thenationaldialogue.org/ideas/show-results	rdotis	2	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=220&-C=	2009-05-04
Ensure Optimum Performance of the Recovery.gov Applications	http://www.thenationaldialogue.org/ideas/ensure-optimum-performance-of-the-recovery-gov-applications	lkhorner	2	3	14	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=220&-C=	2009-05-04
Enterprise Scalable Secure "FaceBook type tool for Federal Gov IBM Profiles	http://www.thenationaldialogue.org/ideas/enterprise-scalable-secure-facebook-type-tool-for-federal-gov-ibm-profiles	cyndyesty	2	1	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=220&-C=	2009-05-04
Bank Regulations for first time Home Buyers	http://www.thenationaldialogue.org/ideas/bank-regulations-for-first-time-home-buyers	aerm60	1	3	3	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=220&-C=	2009-05-04
Green IT Through Virtualization, Cloud Computing, and a Virtual Desktop inf	http://www.thenationaldialogue.org/ideas/green-it-through-virtualization-cloud-computing-and-a-virtual-desktop-inf	nordlus	1	3	2	http://www.thenationaldialogue.org/ideas/mostcomments_view/allideas_topic_view?b_start:int=220&-C=	2009-05-04
